Best_Source,Count,WithinCount,AvgDistance,Pct,WithinPct
ndtvprofit_nifty50_1year.csv,32,2,3622.3156250000006,12.4031007751938,6.25
bloomberg_nifty50_1year.csv,32,0,3303.3828125,12.4031007751938,0.0
economictimeslive_nifty50_1year.csv,27,2,3799.631481481481,10.465116279069768,7.4074074074074066
financialexpress_nifty50_1year.csv,25,2,3548.4320000000002,9.689922480620156,8.0
indiatodaybusiness_nifty50_1year.csv,24,1,4073.18125,9.30232558139535,4.166666666666666
moneycontrol_nifty50_1year.csv,24,0,4518.789583333333,9.30232558139535,0.0
mint_nifty50_1year.csv,21,1,3666.483333333333,8.13953488372093,4.761904761904762
timesnowbusiness_nifty50_1year.csv,20,1,4303.8949999999995,7.751937984496124,5.0
etnow_nifty50_1year.csv,20,0,4152.405000000001,7.751937984496124,0.0
cnbc_nifty50_1year.csv,16,1,3918.3343749999995,6.2015503875969,6.25
